"rowname","MeanDecreaseGini","Rank","Study","RepeatTimes","Fold","FeatureCount"
"Parvimonas_micra",2.28242212433018,8,"PRJEB27928",9,3,10
"Solobacterium_moorei",5.81701580059874,3,"PRJEB27928",9,3,10
"Peptostreptococcus_stomatis",1.18699285163717,9,"PRJEB27928",9,3,10
"Gemella_morbillorum",1.07824952306891,10,"PRJEB27928",9,3,10
"Ruminococcus_albus",3.5153367415578,6,"PRJEB27928",9,3,10
"Clostridium_symbiosum",4.17996993073016,5,"PRJEB27928",9,3,10
"Porphyromonas_asaccharolytica",2.44663972912258,7,"PRJEB27928",9,3,10
"Clostridium_clostridioforme",5.79192124135963,3,"PRJEB27928",9,2,10
"Parvimonas_unclassified",4.44525991708817,4,"PRJEB27928",9,2,10
"Anaerotruncus_unclassified",7.09415235080989,1,"PRJEB27928",9,2,10
"Parvimonas_micra",2.92837475178989,7,"PRJEB27928",9,2,10
"Solobacterium_moorei",6.5386147779119,2,"PRJEB27928",9,2,10
"Peptostreptococcus_stomatis",1.44999403626084,10,"PRJEB27928",9,2,10
"Gemella_morbillorum",1.82173691479964,9,"PRJEB27928",9,2,10
"Ruminococcus_albus",4.27288669436546,5,"PRJEB27928",9,2,10
"Clostridium_symbiosum",3.10225207291263,6,"PRJEB27928",9,2,10
"Porphyromonas_asaccharolytica",1.92575600596901,8,"PRJEB27928",9,2,10
"Clostridium_clostridioforme",6.72315350429451,3,"PRJEB27928",9,1,10
"Parvimonas_unclassified",6.00496485433893,4,"PRJEB27928",9,1,10
"Anaerotruncus_unclassified",17.6774238563743,1,"PRJEB27928",9,1,10
"Parvimonas_micra",0.682041632881595,8,"PRJEB27928",9,1,10
"Solobacterium_moorei",8.78498255072205,2,"PRJEB27928",9,1,10
"Peptostreptococcus_stomatis",0.199585118901506,10,"PRJEB27928",9,1,10
"Gemella_morbillorum",1.45413731288638,7,"PRJEB27928",9,1,10
"Ruminococcus_albus",2.12117499345891,6,"PRJEB27928",9,1,10
"Clostridium_symbiosum",3.40659695547688,5,"PRJEB27928",9,1,10
"Porphyromonas_asaccharolytica",0.34904631374433,9,"PRJEB27928",9,1,10
"Clostridium_clostridioforme",3.98081796753277,5,"PRJEB27928",8,5,10
"Parvimonas_unclassified",5.62462196982126,3,"PRJEB27928",8,5,10
"Anaerotruncus_unclassified",19.3166807941385,1,"PRJEB27928",8,5,10
"Parvimonas_micra",0.524459894169782,8,"PRJEB27928",8,5,10
"Solobacterium_moorei",7.0960281307622,2,"PRJEB27928",8,5,10
"Peptostreptococcus_stomatis",0.346804218643053,10,"PRJEB27928",8,5,10
"Gemella_morbillorum",1.82014568522289,7,"PRJEB27928",8,5,10
"Ruminococcus_albus",3.69686222739649,6,"PRJEB27928",8,5,10
"Clostridium_symbiosum",4.6340591863199,4,"PRJEB27928",8,5,10
"Porphyromonas_asaccharolytica",0.386502258513517,9,"PRJEB27928",8,5,10
"Clostridium_clostridioforme",3.0960684996347,6,"PRJEB27928",8,4,10
"Parvimonas_unclassified",4.58439510422614,3,"PRJEB27928",8,4,10
"Anaerotruncus_unclassified",8.14243188763448,2,"PRJEB27928",8,4,10
"Parvimonas_micra",2.32110939472542,8,"PRJEB27928",8,4,10
"Solobacterium_moorei",8.47881492126551,1,"PRJEB27928",8,4,10
"Peptostreptococcus_stomatis",2.51528715293345,7,"PRJEB27928",8,4,10
"Gemella_morbillorum",1.9246761178895,10,"PRJEB27928",8,4,10
"Ruminococcus_albus",4.20257229909055,4,"PRJEB27928",8,4,10
"Clostridium_symbiosum",3.40886445993653,5,"PRJEB27928",8,4,10
"Porphyromonas_asaccharolytica",2.21549820103177,9,"PRJEB27928",8,4,10
"Clostridium_clostridioforme",4.25049415292092,5,"PRJEB27928",8,3,10
"Parvimonas_unclassified",4.80352035470399,4,"PRJEB27928",8,3,10
"Anaerotruncus_unclassified",8.02128923178141,2,"PRJEB27928",8,3,10
"Parvimonas_micra",2.25299559147894,7,"PRJEB27928",8,3,10
"Solobacterium_moorei",8.55879609033861,1,"PRJEB27928",8,3,10
"Peptostreptococcus_stomatis",1.40382907561603,10,"PRJEB27928",8,3,10
"Gemella_morbillorum",1.98227576300416,9,"PRJEB27928",8,3,10
"Ruminococcus_albus",5.21834552292669,3,"PRJEB27928",8,3,10
"Clostridium_symbiosum",3.54382227904092,6,"PRJEB27928",8,3,10
"Porphyromonas_asaccharolytica",2.21465413956464,8,"PRJEB27928",8,3,10
"Clostridium_clostridioforme",4.72789182149413,5,"PRJEB27928",8,2,10
"Parvimonas_unclassified",5.35007768640379,3,"PRJEB27928",8,2,10
"Anaerotruncus_unclassified",8.74727503572849,1,"PRJEB27928",8,2,10
"Parvimonas_micra",1.92169787437073,10,"PRJEB27928",8,2,10
"Solobacterium_moorei",8.0290715037044,2,"PRJEB27928",8,2,10
"Peptostreptococcus_stomatis",1.96222582772007,9,"PRJEB27928",8,2,10
"Gemella_morbillorum",2.13470673468162,8,"PRJEB27928",8,2,10
"Ruminococcus_albus",3.0922104805735,6,"PRJEB27928",8,2,10
"Clostridium_symbiosum",4.81359640890988,4,"PRJEB27928",8,2,10
"Porphyromonas_asaccharolytica",2.21244848812885,7,"PRJEB27928",8,2,10
"Clostridium_clostridioforme",4.25696607443922,4,"PRJEB27928",8,1,10
"Parvimonas_unclassified",4.63678194426662,3,"PRJEB27928",8,1,10
"Anaerotruncus_unclassified",10.4639194812692,1,"PRJEB27928",8,1,10
"Parvimonas_micra",2.2870227866424,8,"PRJEB27928",8,1,10
"Solobacterium_moorei",5.92868023434983,2,"PRJEB27928",8,1,10
"Peptostreptococcus_stomatis",2.72428838773156,7,"PRJEB27928",8,1,10
"Gemella_morbillorum",1.92068582457694,10,"PRJEB27928",8,1,10
"Ruminococcus_albus",4.19144809936703,5,"PRJEB27928",8,1,10
"Clostridium_symbiosum",2.97574738734812,6,"PRJEB27928",8,1,10
"Porphyromonas_asaccharolytica",2.21739716121043,9,"PRJEB27928",8,1,10
"Clostridium_clostridioforme",4.79818722889752,4,"PRJEB27928",7,5,10
"Parvimonas_unclassified",5.16580331094503,3,"PRJEB27928",7,5,10
"Anaerotruncus_unclassified",8.68436560749063,1,"PRJEB27928",7,5,10
"Parvimonas_micra",1.9029720556022,9,"PRJEB27928",7,5,10
"Solobacterium_moorei",6.82138233506455,2,"PRJEB27928",7,5,10
"Peptostreptococcus_stomatis",1.58699261554626,10,"PRJEB27928",7,5,10
"Gemella_morbillorum",3.05385804407964,7,"PRJEB27928",7,5,10
"Ruminococcus_albus",3.61672196824888,5,"PRJEB27928",7,5,10
"Clostridium_symbiosum",3.35026110988199,6,"PRJEB27928",7,5,10
"Porphyromonas_asaccharolytica",2.70594910976192,8,"PRJEB27928",7,5,10
"Clostridium_clostridioforme",4.22960324138056,6,"PRJEB27928",7,4,10
"Parvimonas_unclassified",4.56518979197255,5,"PRJEB27928",7,4,10
"Anaerotruncus_unclassified",8.60491634725769,1,"PRJEB27928",7,4,10
"Parvimonas_micra",1.50328452888268,8,"PRJEB27928",7,4,10
"Solobacterium_moorei",7.01524845446098,2,"PRJEB27928",7,4,10
"Peptostreptococcus_stomatis",1.45931510971689,9,"PRJEB27928",7,4,10
"Gemella_morbillorum",2.21358450530152,7,"PRJEB27928",7,4,10
"Ruminococcus_albus",4.65358428652416,4,"PRJEB27928",7,4,10
"Clostridium_symbiosum",4.84336156957862,3,"PRJEB27928",7,4,10
"Porphyromonas_asaccharolytica",1.0961806884691,10,"PRJEB27928",7,4,10
"Clostridium_clostridioforme",7.05206554728277,3,"PRJEB27928",7,3,10
"Parvimonas_unclassified",9.04653790840044,2,"PRJEB27928",7,3,10
"Anaerotruncus_unclassified",15.8026445976057,1,"PRJEB27928",7,3,10
"Parvimonas_micra",1.76260292182061,8,"PRJEB27928",7,3,10
"Solobacterium_moorei",6.3322039894089,4,"PRJEB27928",7,3,10
"Peptostreptococcus_stomatis",0.286689004446349,9,"PRJEB27928",7,3,10
"Gemella_morbillorum",1.96003403577446,7,"PRJEB27928",7,3,10
"Ruminococcus_albus",2.32541495616246,6,"PRJEB27928",7,3,10
"Clostridium_symbiosum",2.55531290415027,5,"PRJEB27928",7,3,10
"Porphyromonas_asaccharolytica",0.21520647530215,10,"PRJEB27928",7,3,10
"Clostridium_clostridioforme",3.38028189801206,5,"PRJEB27928",7,2,10
"Parvimonas_unclassified",4.8286324889095,3,"PRJEB27928",7,2,10
"Anaerotruncus_unclassified",16.3805285699057,1,"PRJEB27928",7,2,10
"Parvimonas_micra",0.547539088454709,9,"PRJEB27928",7,2,10
"Solobacterium_moorei",13.1306953319648,2,"PRJEB27928",7,2,10
"Peptostreptococcus_stomatis",0.235536033158081,10,"PRJEB27928",7,2,10
"Gemella_morbillorum",1.23623741244928,7,"PRJEB27928",7,2,10
"Ruminococcus_albus",3.85509979092227,4,"PRJEB27928",7,2,10
"Clostridium_symbiosum",2.76867329106324,6,"PRJEB27928",7,2,10
"Porphyromonas_asaccharolytica",1.14446766460064,8,"PRJEB27928",7,2,10
"Clostridium_clostridioforme",6.39692442658168,4,"PRJEB27928",7,1,10
"Parvimonas_unclassified",7.47359724721862,3,"PRJEB27928",7,1,10
"Anaerotruncus_unclassified",13.1566279234871,2,"PRJEB27928",7,1,10
"Parvimonas_micra",0.451556009369511,8,"PRJEB27928",7,1,10
"Solobacterium_moorei",13.4676177288662,1,"PRJEB27928",7,1,10
"Peptostreptococcus_stomatis",0.313299649512946,9,"PRJEB27928",7,1,10
"Gemella_morbillorum",0.908385389052983,7,"PRJEB27928",7,1,10
"Ruminococcus_albus",2.04114788318892,6,"PRJEB27928",7,1,10
"Clostridium_symbiosum",3.05748911945174,5,"PRJEB27928",7,1,10
"Porphyromonas_asaccharolytica",0.258975034771991,10,"PRJEB27928",7,1,10
"Clostridium_clostridioforme",5.52748276478808,3,"PRJEB27928",6,5,10
"Parvimonas_unclassified",4.84702954706959,4,"PRJEB27928",6,5,10
"Anaerotruncus_unclassified",7.43612946261858,1,"PRJEB27928",6,5,10
"Parvimonas_micra",2.53687685560485,7,"PRJEB27928",6,5,10
"Solobacterium_moorei",7.19861920529994,2,"PRJEB27928",6,5,10
"Peptostreptococcus_stomatis",2.47190590235218,8,"PRJEB27928",6,5,10
"Gemella_morbillorum",2.19027632218391,9,"PRJEB27928",6,5,10
"Ruminococcus_albus",3.65957172900911,5,"PRJEB27928",6,5,10
"Clostridium_symbiosum",3.34695405264704,6,"PRJEB27928",6,5,10
"Porphyromonas_asaccharolytica",1.26250689919214,10,"PRJEB27928",6,5,10
"Clostridium_clostridioforme",4.39113300192299,4,"PRJEB27928",6,4,10
"Parvimonas_unclassified",4.77118236079303,3,"PRJEB27928",6,4,10
"Anaerotruncus_unclassified",9.45907358881771,1,"PRJEB27928",6,4,10
"Parvimonas_micra",2.49215178310872,7,"PRJEB27928",6,4,10
"Solobacterium_moorei",6.36989428979955,2,"PRJEB27928",6,4,10
"Peptostreptococcus_stomatis",1.96443267229458,8,"PRJEB27928",6,4,10
"Gemella_morbillorum",1.91278245347958,9,"PRJEB27928",6,4,10
"Ruminococcus_albus",4.28445076558341,5,"PRJEB27928",6,4,10
"Clostridium_symbiosum",3.53423915115136,6,"PRJEB27928",6,4,10
"Porphyromonas_asaccharolytica",1.88681992628965,10,"PRJEB27928",6,4,10
"Clostridium_clostridioforme",3.02771496333431,7,"PRJEB27928",6,3,10
"Parvimonas_unclassified",5.4783843721309,3,"PRJEB27928",6,3,10
"Anaerotruncus_unclassified",8.55538925559508,1,"PRJEB27928",6,3,10
"Parvimonas_micra",2.67076986610663,8,"PRJEB27928",6,3,10
"Solobacterium_moorei",6.95112542259802,2,"PRJEB27928",6,3,10
"Peptostreptococcus_stomatis",3.21932356290629,6,"PRJEB27928",6,3,10
"Gemella_morbillorum",1.6015958145432,10,"PRJEB27928",6,3,10
"Ruminococcus_albus",4.67093698826753,4,"PRJEB27928",6,3,10
"Clostridium_symbiosum",3.99481034219603,5,"PRJEB27928",6,3,10
"Porphyromonas_asaccharolytica",1.65962515330737,9,"PRJEB27928",6,3,10
"Clostridium_clostridioforme",5.70050494893601,3,"PRJEB27928",6,2,10
"Parvimonas_unclassified",4.5460401639498,4,"PRJEB27928",6,2,10
"Anaerotruncus_unclassified",9.40815446092604,1,"PRJEB27928",6,2,10
"Parvimonas_micra",1.48763604616897,10,"PRJEB27928",6,2,10
"Solobacterium_moorei",6.39484748299233,2,"PRJEB27928",6,2,10
"Peptostreptococcus_stomatis",1.93637768008721,9,"PRJEB27928",6,2,10
"Gemella_morbillorum",2.02321139492443,8,"PRJEB27928",6,2,10
"Ruminococcus_albus",3.3109494310453,6,"PRJEB27928",6,2,10
"Clostridium_symbiosum",3.64703256673484,5,"PRJEB27928",6,2,10
"Porphyromonas_asaccharolytica",2.22283342387306,7,"PRJEB27928",6,2,10
"Clostridium_clostridioforme",5.08147620095331,4,"PRJEB27928",6,1,10
"Parvimonas_unclassified",5.20029789326879,3,"PRJEB27928",6,1,10
"Anaerotruncus_unclassified",7.89539985696375,2,"PRJEB27928",6,1,10
"Parvimonas_micra",2.36198296090162,7,"PRJEB27928",6,1,10
"Solobacterium_moorei",7.96850074453122,1,"PRJEB27928",6,1,10
"Peptostreptococcus_stomatis",1.59934581713082,10,"PRJEB27928",6,1,10
"Gemella_morbillorum",2.24568989305174,8,"PRJEB27928",6,1,10
"Ruminococcus_albus",3.91960620814134,5,"PRJEB27928",6,1,10
"Clostridium_symbiosum",2.80714787751285,6,"PRJEB27928",6,1,10
"Porphyromonas_asaccharolytica",1.7637760368571,9,"PRJEB27928",6,1,10
"Clostridium_clostridioforme",5.76244082701202,3,"PRJEB27928",5,5,10
"Parvimonas_unclassified",4.94286259365101,5,"PRJEB27928",5,5,10
"Anaerotruncus_unclassified",8.20810875767977,1,"PRJEB27928",5,5,10
"Parvimonas_micra",3.33390566981345,7,"PRJEB27928",5,5,10
"Solobacterium_moorei",6.45391869636615,2,"PRJEB27928",5,5,10
"Peptostreptococcus_stomatis",1.8996564397222,8,"PRJEB27928",5,5,10
"Gemella_morbillorum",1.2074010767942,10,"PRJEB27928",5,5,10
"Ruminococcus_albus",5.28798423605606,4,"PRJEB27928",5,5,10
"Clostridium_symbiosum",4.2620382317487,6,"PRJEB27928",5,5,10
"Porphyromonas_asaccharolytica",1.70395398854308,9,"PRJEB27928",5,5,10
"Clostridium_clostridioforme",4.68358625921744,4,"PRJEB27928",5,4,10
"Parvimonas_unclassified",4.44193901221853,5,"PRJEB27928",5,4,10
"Anaerotruncus_unclassified",8.28895671681667,1,"PRJEB27928",5,4,10
"Parvimonas_micra",1.57247678688596,9,"PRJEB27928",5,4,10
"Solobacterium_moorei",6.0039971841308,2,"PRJEB27928",5,4,10
"Peptostreptococcus_stomatis",1.60598055988491,8,"PRJEB27928",5,4,10
"Gemella_morbillorum",2.30515513728878,7,"PRJEB27928",5,4,10
"Ruminococcus_albus",5.79071136648788,3,"PRJEB27928",5,4,10
"Clostridium_symbiosum",3.68782338894554,6,"PRJEB27928",5,4,10
"Porphyromonas_asaccharolytica",1.35550925796351,10,"PRJEB27928",5,4,10
"Clostridium_clostridioforme",3.22290239992368,5,"PRJEB27928",5,3,10
"Parvimonas_unclassified",6.27114379893156,3,"PRJEB27928",5,3,10
"Anaerotruncus_unclassified",8.8276534814826,2,"PRJEB27928",5,3,10
"Parvimonas_micra",3.05598232161676,6,"PRJEB27928",5,3,10
"Solobacterium_moorei",8.97378889452902,1,"PRJEB27928",5,3,10
"Peptostreptococcus_stomatis",2.46964839248352,8,"PRJEB27928",5,3,10
"Gemella_morbillorum",2.45903101835136,9,"PRJEB27928",5,3,10
"Ruminococcus_albus",2.95938975550259,7,"PRJEB27928",5,3,10
"Clostridium_symbiosum",3.6596061709824,4,"PRJEB27928",5,3,10
"Porphyromonas_asaccharolytica",1.99273530243129,10,"PRJEB27928",5,3,10
"Clostridium_clostridioforme",7.15441581467217,2,"PRJEB27928",5,2,10
"Parvimonas_unclassified",6.11273995195039,4,"PRJEB27928",5,2,10
"Anaerotruncus_unclassified",19.4276415198085,1,"PRJEB27928",5,2,10
"Parvimonas_micra",1.233731032328,7,"PRJEB27928",5,2,10
"Solobacterium_moorei",6.68029611440777,3,"PRJEB27928",5,2,10
"Peptostreptococcus_stomatis",0.469982116350108,10,"PRJEB27928",5,2,10
"Gemella_morbillorum",0.865202335022131,8,"PRJEB27928",5,2,10
"Ruminococcus_albus",3.13213928308897,6,"PRJEB27928",5,2,10
"Clostridium_symbiosum",3.4034048584608,5,"PRJEB27928",5,2,10
"Porphyromonas_asaccharolytica",0.694894347355096,9,"PRJEB27928",5,2,10
"Clostridium_clostridioforme",5.26883421592346,4,"PRJEB27928",5,1,10
"Parvimonas_unclassified",5.82317246770295,3,"PRJEB27928",5,1,10
"Anaerotruncus_unclassified",6.72574369602241,2,"PRJEB27928",5,1,10
"Parvimonas_micra",1.75667964606438,9,"PRJEB27928",5,1,10
"Solobacterium_moorei",7.46990936219622,1,"PRJEB27928",5,1,10
"Peptostreptococcus_stomatis",1.47571005023343,10,"PRJEB27928",5,1,10
"Gemella_morbillorum",2.10731751830846,8,"PRJEB27928",5,1,10
"Ruminococcus_albus",4.65356747065101,5,"PRJEB27928",5,1,10
"Clostridium_symbiosum",3.92167266262131,6,"PRJEB27928",5,1,10
"Porphyromonas_asaccharolytica",2.24099385229121,7,"PRJEB27928",5,1,10
"Clostridium_clostridioforme",5.07149622003373,3,"PRJEB27928",4,5,10
"Parvimonas_unclassified",4.96168754263431,4,"PRJEB27928",4,5,10
"Anaerotruncus_unclassified",8.67114318218414,1,"PRJEB27928",4,5,10
"Parvimonas_micra",1.6718210145913,9,"PRJEB27928",4,5,10
"Solobacterium_moorei",6.16773330796451,2,"PRJEB27928",4,5,10
"Peptostreptococcus_stomatis",1.63108845242089,10,"PRJEB27928",4,5,10
"Gemella_morbillorum",2.21361007910475,7,"PRJEB27928",4,5,10
"Ruminococcus_albus",4.20921885093237,6,"PRJEB27928",4,5,10
"Clostridium_symbiosum",4.82519644968152,5,"PRJEB27928",4,5,10
"Porphyromonas_asaccharolytica",1.67992972600795,8,"PRJEB27928",4,5,10
"Clostridium_clostridioforme",5.55697007854747,3,"PRJEB27928",4,4,10
"Parvimonas_unclassified",4.92094130708691,4,"PRJEB27928",4,4,10
"Anaerotruncus_unclassified",9.11502874139929,1,"PRJEB27928",4,4,10
"Parvimonas_micra",2.66653525402064,7,"PRJEB27928",4,4,10
"Solobacterium_moorei",6.28132829116918,2,"PRJEB27928",4,4,10
"Peptostreptococcus_stomatis",1.73893479157523,9,"PRJEB27928",4,4,10
"Gemella_morbillorum",1.57755553279814,10,"PRJEB27928",4,4,10
"Ruminococcus_albus",3.44359522283313,5,"PRJEB27928",4,4,10
"Clostridium_symbiosum",3.41571150728195,6,"PRJEB27928",4,4,10
"Porphyromonas_asaccharolytica",1.85060453636067,8,"PRJEB27928",4,4,10
"Clostridium_clostridioforme",3.40307552414237,4,"PRJEB27928",4,3,10
"Parvimonas_unclassified",6.54746169163277,2,"PRJEB27928",4,3,10
"Anaerotruncus_unclassified",9.15520355575403,1,"PRJEB27928",4,3,10
"Parvimonas_micra",2.43250108845115,8,"PRJEB27928",4,3,10
"Solobacterium_moorei",6.54088845935846,3,"PRJEB27928",4,3,10
"Peptostreptococcus_stomatis",1.84044509043676,9,"PRJEB27928",4,3,10
"Gemella_morbillorum",2.88506237765986,6,"PRJEB27928",4,3,10
"Ruminococcus_albus",3.07197823122558,5,"PRJEB27928",4,3,10
"Clostridium_symbiosum",2.85667314975418,7,"PRJEB27928",4,3,10
"Porphyromonas_asaccharolytica",1.43582248006463,10,"PRJEB27928",4,3,10
"Clostridium_clostridioforme",3.37579003290948,4,"PRJEB27928",4,2,10
"Parvimonas_unclassified",5.52994436717902,3,"PRJEB27928",4,2,10
"Anaerotruncus_unclassified",9.60148581921166,1,"PRJEB27928",4,2,10
"Parvimonas_micra",2.008128355156,10,"PRJEB27928",4,2,10
"Solobacterium_moorei",7.77470974913599,2,"PRJEB27928",4,2,10
"Peptostreptococcus_stomatis",2.161198680497,8,"PRJEB27928",4,2,10
"Gemella_morbillorum",2.8429511461547,6,"PRJEB27928",4,2,10
"Ruminococcus_albus",2.73079399438049,7,"PRJEB27928",4,2,10
"Clostridium_symbiosum",2.99720450878131,5,"PRJEB27928",4,2,10
"Porphyromonas_asaccharolytica",2.10924109504935,9,"PRJEB27928",4,2,10
"Clostridium_clostridioforme",4.52705572861059,4,"PRJEB27928",4,1,10
"Parvimonas_unclassified",4.88225834132867,3,"PRJEB27928",4,1,10
"Anaerotruncus_unclassified",9.53647263402645,1,"PRJEB27928",4,1,10
"Parvimonas_micra",2.82812013942484,7,"PRJEB27928",4,1,10
"Solobacterium_moorei",6.19998171934938,2,"PRJEB27928",4,1,10
"Peptostreptococcus_stomatis",2.59074147074349,9,"PRJEB27928",4,1,10
"Gemella_morbillorum",2.69536115124598,8,"PRJEB27928",4,1,10
"Ruminococcus_albus",3.08408858087005,6,"PRJEB27928",4,1,10
"Clostridium_symbiosum",4.36362471647345,5,"PRJEB27928",4,1,10
"Porphyromonas_asaccharolytica",2.24423674088572,10,"PRJEB27928",4,1,10
"Clostridium_clostridioforme",3.75784792056648,5,"PRJEB27928",3,5,10
"Parvimonas_unclassified",5.0458173177121,3,"PRJEB27928",3,5,10
"Anaerotruncus_unclassified",7.616729119527,2,"PRJEB27928",3,5,10
"Parvimonas_micra",2.15566894794759,8,"PRJEB27928",3,5,10
"Solobacterium_moorei",9.27530457682974,1,"PRJEB27928",3,5,10
"Peptostreptococcus_stomatis",1.93249853639085,9,"PRJEB27928",3,5,10
"Gemella_morbillorum",2.67572771873329,7,"PRJEB27928",3,5,10
"Ruminococcus_albus",4.27564126872938,4,"PRJEB27928",3,5,10
"Clostridium_symbiosum",3.44575549765907,6,"PRJEB27928",3,5,10
"Porphyromonas_asaccharolytica",1.07283978879652,10,"PRJEB27928",3,5,10
"Clostridium_clostridioforme",8.55545916042676,4,"PRJEB27928",3,4,10
"Parvimonas_unclassified",10.9410487072914,2,"PRJEB27928",3,4,10
"Anaerotruncus_unclassified",13.15908138989,1,"PRJEB27928",3,4,10
"Parvimonas_micra",0.212602118363167,9,"PRJEB27928",3,4,10
"Solobacterium_moorei",9.09046950210494,3,"PRJEB27928",3,4,10
"Peptostreptococcus_stomatis",0.0819616949014761,10,"PRJEB27928",3,4,10
"Gemella_morbillorum",0.684958984435122,7,"PRJEB27928",3,4,10
"Ruminococcus_albus",1.67526562803939,6,"PRJEB27928",3,4,10
"Clostridium_symbiosum",2.73283684379281,5,"PRJEB27928",3,4,10
"Porphyromonas_asaccharolytica",0.412241090261317,8,"PRJEB27928",3,4,10
"Clostridium_clostridioforme",3.11051534165643,6,"PRJEB27928",3,3,10
"Parvimonas_unclassified",4.88483601317621,3,"PRJEB27928",3,3,10
"Anaerotruncus_unclassified",8.67395793516912,1,"PRJEB27928",3,3,10
"Parvimonas_micra",2.07085131115317,10,"PRJEB27928",3,3,10
"Solobacterium_moorei",8.33117670881451,2,"PRJEB27928",3,3,10
"Peptostreptococcus_stomatis",2.72297756902196,8,"PRJEB27928",3,3,10
"Gemella_morbillorum",2.95379471853686,7,"PRJEB27928",3,3,10
"Ruminococcus_albus",3.2757178954809,4,"PRJEB27928",3,3,10
"Clostridium_symbiosum",3.20189407312969,5,"PRJEB27928",3,3,10
"Porphyromonas_asaccharolytica",2.41219564231163,9,"PRJEB27928",3,3,10
"Clostridium_clostridioforme",5.11581058538465,4,"PRJEB27928",3,2,10
"Parvimonas_unclassified",10.2705974053363,3,"PRJEB27928",3,2,10
"Anaerotruncus_unclassified",10.6792011217459,1,"PRJEB27928",3,2,10
"Parvimonas_micra",1.66471752593772,7,"PRJEB27928",3,2,10
"Solobacterium_moorei",10.4701424387082,2,"PRJEB27928",3,2,10
"Peptostreptococcus_stomatis",1.11802310308678,8,"PRJEB27928",3,2,10
"Gemella_morbillorum",0.719208543401553,9,"PRJEB27928",3,2,10
"Ruminococcus_albus",3.16772892490079,6,"PRJEB27928",3,2,10
"Clostridium_symbiosum",3.63491795716377,5,"PRJEB27928",3,2,10
"Porphyromonas_asaccharolytica",0.382577403814605,10,"PRJEB27928",3,2,10
"Clostridium_clostridioforme",5.43744250714096,3,"PRJEB27928",3,1,10
"Parvimonas_unclassified",4.46049349547105,5,"PRJEB27928",3,1,10
"Anaerotruncus_unclassified",9.03366539761067,1,"PRJEB27928",3,1,10
"Parvimonas_micra",2.3762884843972,7,"PRJEB27928",3,1,10
"Solobacterium_moorei",6.230287392774,2,"PRJEB27928",3,1,10
"Peptostreptococcus_stomatis",1.92813953355843,8,"PRJEB27928",3,1,10
"Gemella_morbillorum",1.77157498809362,9,"PRJEB27928",3,1,10
"Ruminococcus_albus",5.19181817775059,4,"PRJEB27928",3,1,10
"Clostridium_symbiosum",3.81133113905615,6,"PRJEB27928",3,1,10
"Porphyromonas_asaccharolytica",1.08104440499853,10,"PRJEB27928",3,1,10
"Clostridium_clostridioforme",2.64119432443697,8,"PRJEB27928",2,5,10
"Parvimonas_unclassified",5.25285581068411,3,"PRJEB27928",2,5,10
"Anaerotruncus_unclassified",9.49880989161974,1,"PRJEB27928",2,5,10
"Parvimonas_micra",3.33703842892647,6,"PRJEB27928",2,5,10
"Solobacterium_moorei",7.0963727794162,2,"PRJEB27928",2,5,10
"Peptostreptococcus_stomatis",2.33978211775765,9,"PRJEB27928",2,5,10
"Gemella_morbillorum",2.7804453226535,7,"PRJEB27928",2,5,10
"Ruminococcus_albus",3.87876714277284,4,"PRJEB27928",2,5,10
"Clostridium_symbiosum",3.43897875587057,5,"PRJEB27928",2,5,10
"Porphyromonas_asaccharolytica",1.4534483320931,10,"PRJEB27928",2,5,10
"Clostridium_clostridioforme",4.68577044391215,4,"PRJEB27928",2,4,10
"Parvimonas_unclassified",4.73102928610348,3,"PRJEB27928",2,4,10
"Anaerotruncus_unclassified",9.16305363348936,1,"PRJEB27928",2,4,10
"Parvimonas_micra",2.32107027899309,7,"PRJEB27928",2,4,10
"Solobacterium_moorei",7.06441336599738,2,"PRJEB27928",2,4,10
"Peptostreptococcus_stomatis",1.57647328622244,10,"PRJEB27928",2,4,10
"Gemella_morbillorum",1.59043485788086,9,"PRJEB27928",2,4,10
"Ruminococcus_albus",4.01857267986303,6,"PRJEB27928",2,4,10
"Clostridium_symbiosum",4.16490714128427,5,"PRJEB27928",2,4,10
"Porphyromonas_asaccharolytica",1.7243405497933,8,"PRJEB27928",2,4,10
"Clostridium_clostridioforme",3.69171692158558,5,"PRJEB27928",2,3,10
"Parvimonas_unclassified",4.94935739129213,3,"PRJEB27928",2,3,10
"Anaerotruncus_unclassified",9.93032669532256,1,"PRJEB27928",2,3,10
"Parvimonas_micra",2.01108845436311,9,"PRJEB27928",2,3,10
"Solobacterium_moorei",7.42953302580945,2,"PRJEB27928",2,3,10
"Peptostreptococcus_stomatis",2.22819426889186,8,"PRJEB27928",2,3,10
"Gemella_morbillorum",2.30316220558636,7,"PRJEB27928",2,3,10
"Ruminococcus_albus",3.80170872212947,4,"PRJEB27928",2,3,10
"Clostridium_symbiosum",3.48044444606459,6,"PRJEB27928",2,3,10
"Porphyromonas_asaccharolytica",1.72407925981831,10,"PRJEB27928",2,3,10
"Clostridium_clostridioforme",4.00296234211831,5,"PRJEB27928",2,2,10
"Parvimonas_unclassified",4.95267070672446,3,"PRJEB27928",2,2,10
"Anaerotruncus_unclassified",9.22193366378817,1,"PRJEB27928",2,2,10
"Parvimonas_micra",2.04240714293463,9,"PRJEB27928",2,2,10
"Solobacterium_moorei",7.38512977201424,2,"PRJEB27928",2,2,10
